iter=1, pathcost=0, heuristic=10, score=10, children=20, Qsize=0
iter=2, pathcost=1, heuristic=10, score=11, children=20, Qsize=19
iter=3, pathcost=1, heuristic=10, score=11, children=20, Qsize=34
iter=4, pathcost=1, heuristic=10, score=11, children=20, Qsize=49
iter=5, pathcost=1, heuristic=10, score=11, children=20, Qsize=60
iter=6, pathcost=1, heuristic=10, score=11, children=20, Qsize=74
iter=7, pathcost=1, heuristic=10, score=11, children=20, Qsize=84
iter=8, pathcost=1, heuristic=10, score=11, children=20, Qsize=99
iter=9, pathcost=1, heuristic=10, score=11, children=20, Qsize=108
iter=10, pathcost=1, heuristic=10, score=11, children=20, Qsize=122
iter=11, pathcost=1, heuristic=10, score=11, children=20, Qsize=132
iter=12, pathcost=1, heuristic=10, score=11, children=20, Qsize=144
iter=13, pathcost=1, heuristic=10, score=11, children=20, Qsize=152
iter=14, pathcost=1, heuristic=10, score=11, children=20, Qsize=165
iter=15, pathcost=1, heuristic=10, score=11, children=20, Qsize=177
iter=16, pathcost=1, heuristic=10, score=11, children=20, Qsize=186
iter=17, pathcost=1, heuristic=10, score=11, children=20, Qsize=198
iter=18, pathcost=2, heuristic=9, score=11, children=20, Qsize=203
iter=19, pathcost=2, heuristic=9, score=11, children=20, Qsize=217
iter=20, pathcost=1, heuristic=10, score=11, children=20, Qsize=228
iter=21, pathcost=1, heuristic=10, score=11, children=20, Qsize=233
iter=22, pathcost=2, heuristic=9, score=11, children=20, Qsize=238
iter=23, pathcost=1, heuristic=10, score=11, children=20, Qsize=249
iter=24, pathcost=1, heuristic=10, score=11, children=20, Qsize=254
iter=25, pathcost=2, heuristic=10, score=12, children=20, Qsize=263
iter=26, pathcost=2, heuristic=10, score=12, children=20, Qsize=270
iter=27, pathcost=2, heuristic=10, score=12, children=20, Qsize=281
iter=28, pathcost=2, heuristic=10, score=12, children=20, Qsize=288
iter=29, pathcost=2, heuristic=10, score=12, children=20, Qsize=299
iter=30, pathcost=2, heuristic=10, score=12, children=20, Qsize=312
iter=31, pathcost=2, heuristic=10, score=12, children=20, Qsize=323
iter=32, pathcost=2, heuristic=10, score=12, children=20, Qsize=334
iter=33, pathcost=2, heuristic=10, score=12, children=20, Qsize=347
iter=34, pathcost=2, heuristic=10, score=12, children=20, Qsize=362
iter=35, pathcost=2, heuristic=10, score=12, children=20, Qsize=373
iter=36, pathcost=2, heuristic=10, score=12, children=20, Qsize=382
iter=37, pathcost=2, heuristic=10, score=12, children=20, Qsize=394
iter=38, pathcost=2, heuristic=10, score=12, children=20, Qsize=404
iter=39, pathcost=2, heuristic=10, score=12, children=20, Qsize=415
iter=40, pathcost=2, heuristic=10, score=12, children=20, Qsize=422
iter=41, pathcost=2, heuristic=10, score=12, children=20, Qsize=429
iter=42, pathcost=2, heuristic=10, score=12, children=20, Qsize=434
iter=43, pathcost=3, heuristic=9, score=12, children=20, Qsize=448
iter=44, pathcost=3, heuristic=9, score=12, children=20, Qsize=461
iter=45, pathcost=2, heuristic=10, score=12, children=20, Qsize=475
iter=46, pathcost=2, heuristic=10, score=12, children=20, Qsize=486
iter=47, pathcost=2, heuristic=10, score=12, children=20, Qsize=501
iter=48, pathcost=3, heuristic=9, score=12, children=20, Qsize=513
iter=49, pathcost=3, heuristic=9, score=12, children=20, Qsize=527
iter=50, pathcost=2, heuristic=10, score=12, children=20, Qsize=539
iter=51, pathcost=3, heuristic=9, score=12, children=20, Qsize=546
iter=52, pathcost=3, heuristic=9, score=12, children=20, Qsize=560
iter=53, pathcost=2, heuristic=10, score=12, children=20, Qsize=573
iter=54, pathcost=2, heuristic=10, score=12, children=20, Qsize=575
iter=55, pathcost=3, heuristic=9, score=12, children=20, Qsize=582
iter=56, pathcost=3, heuristic=9, score=12, children=20, Qsize=595
iter=57, pathcost=2, heuristic=10, score=12, children=20, Qsize=604
iter=58, pathcost=3, heuristic=9, score=12, children=20, Qsize=615
iter=59, pathcost=3, heuristic=9, score=12, children=20, Qsize=627
iter=60, pathcost=2, heuristic=10, score=12, children=20, Qsize=640
iter=61, pathcost=2, heuristic=10, score=12, children=20, Qsize=647
iter=62, pathcost=2, heuristic=10, score=12, children=20, Qsize=658
iter=63, pathcost=2, heuristic=10, score=12, children=20, Qsize=666
iter=64, pathcost=3, heuristic=9, score=12, children=20, Qsize=679
iter=65, pathcost=2, heuristic=10, score=12, children=20, Qsize=691
iter=66, pathcost=2, heuristic=10, score=12, children=20, Qsize=704
iter=67, pathcost=2, heuristic=10, score=12, children=20, Qsize=715
iter=68, pathcost=2, heuristic=10, score=12, children=20, Qsize=725
iter=69, pathcost=4, heuristic=8, score=12, children=20, Qsize=737
iter=70, pathcost=2, heuristic=10, score=12, children=20, Qsize=750
iter=71, pathcost=2, heuristic=10, score=12, children=20, Qsize=751
iter=72, pathcost=2, heuristic=10, score=12, children=20, Qsize=762
iter=73, pathcost=2, heuristic=10, score=12, children=20, Qsize=771
iter=74, pathcost=2, heuristic=10, score=12, children=20, Qsize=783
iter=75, pathcost=2, heuristic=10, score=12, children=20, Qsize=796
iter=76, pathcost=2, heuristic=10, score=12, children=20, Qsize=806
iter=77, pathcost=2, heuristic=10, score=12, children=20, Qsize=815
iter=78, pathcost=2, heuristic=10, score=12, children=20, Qsize=830
iter=79, pathcost=2, heuristic=10, score=12, children=20, Qsize=842
iter=80, pathcost=2, heuristic=10, score=12, children=20, Qsize=847
iter=81, pathcost=2, heuristic=10, score=12, children=20, Qsize=855
iter=82, pathcost=4, heuristic=8, score=12, children=20, Qsize=862
iter=83, pathcost=2, heuristic=10, score=12, children=20, Qsize=873
iter=84, pathcost=2, heuristic=10, score=12, children=20, Qsize=884
iter=85, pathcost=3, heuristic=9, score=12, children=20, Qsize=893
iter=86, pathcost=2, heuristic=10, score=12, children=20, Qsize=907
iter=87, pathcost=2, heuristic=10, score=12, children=20, Qsize=916
iter=88, pathcost=3, heuristic=9, score=12, children=20, Qsize=924
iter=89, pathcost=3, heuristic=9, score=12, children=20, Qsize=938
iter=90, pathcost=2, heuristic=10, score=12, children=20, Qsize=948
iter=91, pathcost=3, heuristic=9, score=12, children=20, Qsize=960
iter=92, pathcost=3, heuristic=9, score=12, children=20, Qsize=968
iter=93, pathcost=4, heuristic=8, score=12, children=20, Qsize=978
iter=94, pathcost=4, heuristic=8, score=12, children=20, Qsize=991
iter=95, pathcost=4, heuristic=8, score=12, children=20, Qsize=1001
iter=96, pathcost=3, heuristic=9, score=12, children=20, Qsize=1012
iter=97, pathcost=5, heuristic=7, score=12, children=20, Qsize=1017
iter=98, pathcost=5, heuristic=7, score=12, children=20, Qsize=1027
iter=99, pathcost=2, heuristic=10, score=12, children=20, Qsize=1034
iter=100, pathcost=2, heuristic=10, score=12, children=20, Qsize=1044
iter=101, pathcost=2, heuristic=10, score=12, children=20, Qsize=1053
iter=102, pathcost=2, heuristic=10, score=12, children=20, Qsize=1059
iter=103, pathcost=2, heuristic=10, score=12, children=20, Qsize=1066
iter=104, pathcost=3, heuristic=9, score=12, children=20, Qsize=1067
iter=105, pathcost=3, heuristic=9, score=12, children=20, Qsize=1076
iter=106, pathcost=2, heuristic=10, score=12, children=20, Qsize=1085
iter=107, pathcost=3, heuristic=9, score=12, children=20, Qsize=1089
iter=108, pathcost=3, heuristic=9, score=12, children=20, Qsize=1096
iter=109, pathcost=2, heuristic=10, score=12, children=20, Qsize=1105
iter=110, pathcost=2, heuristic=10, score=12, children=20, Qsize=1110
iter=111, pathcost=3, heuristic=9, score=12, children=20, Qsize=1116
iter=112, pathcost=3, heuristic=9, score=12, children=20, Qsize=1128
iter=113, pathcost=2, heuristic=10, score=12, children=20, Qsize=1141
iter=114, pathcost=3, heuristic=9, score=12, children=20, Qsize=1148
iter=115, pathcost=3, heuristic=9, score=12, children=20, Qsize=1147
iter=116, pathcost=2, heuristic=10, score=12, children=20, Qsize=1153
iter=117, pathcost=2, heuristic=10, score=12, children=20, Qsize=1164
iter=118, pathcost=2, heuristic=10, score=12, children=20, Qsize=1169
iter=119, pathcost=3, heuristic=9, score=12, children=20, Qsize=1170
iter=120, pathcost=3, heuristic=9, score=12, children=20, Qsize=1181
iter=121, pathcost=2, heuristic=10, score=12, children=20, Qsize=1194
