iter=1, pathcost=0, heuristic=10, score=10, children=20, Qsize=0
iter=2, pathcost=1, heuristic=10, score=11, children=20, Qsize=15
iter=3, pathcost=1, heuristic=10, score=11, children=20, Qsize=22
iter=4, pathcost=1, heuristic=10, score=11, children=20, Qsize=29
iter=5, pathcost=1, heuristic=10, score=11, children=20, Qsize=40
iter=6, pathcost=1, heuristic=10, score=11, children=20, Qsize=50
iter=7, pathcost=1, heuristic=10, score=11, children=20, Qsize=64
iter=8, pathcost=1, heuristic=10, score=11, children=20, Qsize=75
iter=9, pathcost=1, heuristic=10, score=11, children=20, Qsize=84
iter=10, pathcost=1, heuristic=10, score=11, children=20, Qsize=94
iter=11, pathcost=1, heuristic=10, score=11, children=20, Qsize=104
iter=12, pathcost=1, heuristic=10, score=11, children=20, Qsize=108
iter=13, pathcost=1, heuristic=10, score=11, children=20, Qsize=116
iter=14, pathcost=1, heuristic=10, score=11, children=20, Qsize=125
iter=15, pathcost=1, heuristic=10, score=11, children=20, Qsize=133
iter=16, pathcost=1, heuristic=10, score=11, children=20, Qsize=138
iter=17, pathcost=1, heuristic=10, score=11, children=20, Qsize=146
iter=18, pathcost=2, heuristic=10, score=12, children=20, Qsize=155
iter=19, pathcost=2, heuristic=10, score=12, children=20, Qsize=162
iter=20, pathcost=2, heuristic=10, score=12, children=20, Qsize=165
iter=21, pathcost=2, heuristic=10, score=12, children=20, Qsize=176
iter=22, pathcost=2, heuristic=10, score=12, children=20, Qsize=189
iter=23, pathcost=2, heuristic=10, score=12, children=20, Qsize=200
iter=24, pathcost=2, heuristic=10, score=12, children=20, Qsize=205
iter=25, pathcost=2, heuristic=10, score=12, children=20, Qsize=214
iter=26, pathcost=2, heuristic=10, score=12, children=20, Qsize=229
iter=27, pathcost=2, heuristic=10, score=12, children=20, Qsize=236
iter=28, pathcost=2, heuristic=10, score=12, children=20, Qsize=249
iter=29, pathcost=2, heuristic=10, score=12, children=20, Qsize=260
iter=30, pathcost=2, heuristic=10, score=12, children=20, Qsize=269
iter=31, pathcost=2, heuristic=10, score=12, children=20, Qsize=273
iter=32, pathcost=2, heuristic=10, score=12, children=20, Qsize=285
iter=33, pathcost=2, heuristic=10, score=12, children=20, Qsize=294
iter=34, pathcost=2, heuristic=10, score=12, children=20, Qsize=303
iter=35, pathcost=2, heuristic=10, score=12, children=20, Qsize=314
iter=36, pathcost=2, heuristic=10, score=12, children=20, Qsize=324
iter=37, pathcost=2, heuristic=10, score=12, children=20, Qsize=333
iter=38, pathcost=2, heuristic=10, score=12, children=20, Qsize=340
iter=39, pathcost=2, heuristic=10, score=12, children=20, Qsize=347
iter=40, pathcost=2, heuristic=10, score=12, children=20, Qsize=355
iter=41, pathcost=2, heuristic=10, score=12, children=20, Qsize=358
iter=42, pathcost=2, heuristic=10, score=12, children=20, Qsize=362
iter=43, pathcost=2, heuristic=10, score=12, children=20, Qsize=372
iter=44, pathcost=2, heuristic=10, score=12, children=20, Qsize=373
iter=45, pathcost=2, heuristic=10, score=12, children=20, Qsize=384
iter=46, pathcost=2, heuristic=10, score=12, children=20, Qsize=387
iter=47, pathcost=2, heuristic=10, score=12, children=20, Qsize=399
iter=48, pathcost=2, heuristic=10, score=12, children=20, Qsize=405
iter=49, pathcost=2, heuristic=10, score=12, children=20, Qsize=412
iter=50, pathcost=2, heuristic=10, score=12, children=20, Qsize=423
iter=51, pathcost=2, heuristic=10, score=12, children=20, Qsize=434
iter=52, pathcost=2, heuristic=10, score=12, children=20, Qsize=440
iter=53, pathcost=2, heuristic=10, score=12, children=20, Qsize=448
iter=54, pathcost=2, heuristic=10, score=12, children=20, Qsize=461
iter=55, pathcost=2, heuristic=10, score=12, children=20, Qsize=471
iter=56, pathcost=2, heuristic=10, score=12, children=20, Qsize=482
iter=57, pathcost=2, heuristic=10, score=12, children=20, Qsize=486
iter=58, pathcost=2, heuristic=10, score=12, children=20, Qsize=490
iter=59, pathcost=2, heuristic=10, score=12, children=20, Qsize=496
iter=60, pathcost=2, heuristic=10, score=12, children=20, Qsize=501
iter=61, pathcost=2, heuristic=10, score=12, children=20, Qsize=510
iter=62, pathcost=2, heuristic=10, score=12, children=20, Qsize=515
iter=63, pathcost=2, heuristic=10, score=12, children=20, Qsize=521
iter=64, pathcost=2, heuristic=10, score=12, children=20, Qsize=526
iter=65, pathcost=2, heuristic=10, score=12, children=20, Qsize=532
iter=66, pathcost=2, heuristic=10, score=12, children=20, Qsize=536
iter=67, pathcost=2, heuristic=10, score=12, children=20, Qsize=544
iter=68, pathcost=2, heuristic=10, score=12, children=20, Qsize=555
iter=69, pathcost=2, heuristic=10, score=12, children=20, Qsize=560
iter=70, pathcost=2, heuristic=10, score=12, children=20, Qsize=562
iter=71, pathcost=2, heuristic=10, score=12, children=20, Qsize=571
iter=72, pathcost=2, heuristic=10, score=12, children=20, Qsize=584
iter=73, pathcost=2, heuristic=10, score=12, children=20, Qsize=597
iter=74, pathcost=2, heuristic=10, score=12, children=20, Qsize=608
iter=75, pathcost=2, heuristic=10, score=12, children=20, Qsize=618
iter=76, pathcost=2, heuristic=10, score=12, children=20, Qsize=628
iter=77, pathcost=2, heuristic=10, score=12, children=20, Qsize=631
iter=78, pathcost=2, heuristic=10, score=12, children=20, Qsize=638
iter=79, pathcost=2, heuristic=10, score=12, children=20, Qsize=649
iter=80, pathcost=2, heuristic=10, score=12, children=20, Qsize=659
iter=81, pathcost=2, heuristic=10, score=12, children=20, Qsize=666
iter=82, pathcost=2, heuristic=10, score=12, children=20, Qsize=671
iter=83, pathcost=2, heuristic=10, score=12, children=20, Qsize=677
iter=84, pathcost=2, heuristic=10, score=12, children=20, Qsize=682
iter=85, pathcost=2, heuristic=10, score=12, children=20, Qsize=691
iter=86, pathcost=2, heuristic=10, score=12, children=20, Qsize=700
iter=87, pathcost=2, heuristic=10, score=12, children=20, Qsize=705
iter=88, pathcost=2, heuristic=10, score=12, children=20, Qsize=710
iter=89, pathcost=2, heuristic=10, score=12, children=20, Qsize=721
iter=90, pathcost=2, heuristic=10, score=12, children=20, Qsize=732
iter=91, pathcost=2, heuristic=10, score=12, children=20, Qsize=739
iter=92, pathcost=2, heuristic=10, score=12, children=20, Qsize=746
iter=93, pathcost=2, heuristic=10, score=12, children=20, Qsize=757
iter=94, pathcost=2, heuristic=10, score=12, children=20, Qsize=758
iter=95, pathcost=2, heuristic=10, score=12, children=20, Qsize=767
iter=96, pathcost=2, heuristic=10, score=12, children=20, Qsize=772
iter=97, pathcost=2, heuristic=10, score=12, children=20, Qsize=779
iter=98, pathcost=2, heuristic=10, score=12, children=20, Qsize=782
iter=99, pathcost=2, heuristic=10, score=12, children=20, Qsize=787
iter=100, pathcost=2, heuristic=10, score=12, children=20, Qsize=796
iter=101, pathcost=2, heuristic=10, score=12, children=20, Qsize=803
iter=102, pathcost=2, heuristic=10, score=12, children=20, Qsize=806
iter=103, pathcost=2, heuristic=10, score=12, children=20, Qsize=813
iter=104, pathcost=2, heuristic=10, score=12, children=20, Qsize=823
iter=105, pathcost=2, heuristic=10, score=12, children=20, Qsize=828
iter=106, pathcost=2, heuristic=10, score=12, children=20, Qsize=829
iter=107, pathcost=2, heuristic=10, score=12, children=20, Qsize=836
iter=108, pathcost=2, heuristic=10, score=12, children=20, Qsize=844
iter=109, pathcost=2, heuristic=10, score=12, children=20, Qsize=851
iter=110, pathcost=2, heuristic=10, score=12, children=20, Qsize=854
iter=111, pathcost=2, heuristic=10, score=12, children=20, Qsize=859
iter=112, pathcost=2, heuristic=10, score=12, children=20, Qsize=863
iter=113, pathcost=2, heuristic=10, score=12, children=20, Qsize=873
iter=114, pathcost=2, heuristic=10, score=12, children=20, Qsize=876
iter=115, pathcost=2, heuristic=10, score=12, children=20, Qsize=880
iter=116, pathcost=2, heuristic=10, score=12, children=20, Qsize=881
iter=117, pathcost=2, heuristic=10, score=12, children=20, Qsize=888
iter=118, pathcost=2, heuristic=10, score=12, children=20, Qsize=891
iter=119, pathcost=2, heuristic=10, score=12, children=20, Qsize=896
iter=120, pathcost=2, heuristic=10, score=12, children=20, Qsize=902
iter=121, pathcost=2, heuristic=10, score=12, children=20, Qsize=904
iter=122, pathcost=2, heuristic=10, score=12, children=20, Qsize=911
iter=123, pathcost=2, heuristic=10, score=12, children=20, Qsize=914
iter=124, pathcost=2, heuristic=10, score=12, children=20, Qsize=924
iter=125, pathcost=2, heuristic=10, score=12, children=20, Qsize=936
iter=126, pathcost=2, heuristic=10, score=12, children=20, Qsize=937
iter=127, pathcost=2, heuristic=10, score=12, children=20, Qsize=945
iter=128, pathcost=2, heuristic=10, score=12, children=20, Qsize=951
iter=129, pathcost=2, heuristic=10, score=12, children=20, Qsize=953
iter=130, pathcost=2, heuristic=10, score=12, children=20, Qsize=957
iter=131, pathcost=2, heuristic=10, score=12, children=20, Qsize=964
iter=132, pathcost=2, heuristic=10, score=12, children=20, Qsize=969
iter=133, pathcost=2, heuristic=10, score=12, children=20, Qsize=973
iter=134, pathcost=2, heuristic=10, score=12, children=20, Qsize=984
iter=135, pathcost=2, heuristic=10, score=12, children=20, Qsize=987
iter=136, pathcost=2, heuristic=10, score=12, children=20, Qsize=992
iter=137, pathcost=2, heuristic=10, score=12, children=20, Qsize=996
iter=138, pathcost=2, heuristic=10, score=12, children=20, Qsize=1003
iter=139, pathcost=2, heuristic=10, score=12, children=20, Qsize=1006
iter=140, pathcost=2, heuristic=10, score=12, children=20, Qsize=1017
iter=141, pathcost=2, heuristic=10, score=12, children=20, Qsize=1022
iter=142, pathcost=2, heuristic=10, score=12, children=20, Qsize=1033
iter=143, pathcost=2, heuristic=10, score=12, children=20, Qsize=1040
iter=144, pathcost=2, heuristic=10, score=12, children=20, Qsize=1045
iter=145, pathcost=2, heuristic=10, score=12, children=20, Qsize=1048
iter=146, pathcost=2, heuristic=10, score=12, children=20, Qsize=1055
iter=147, pathcost=2, heuristic=10, score=12, children=20, Qsize=1062
iter=148, pathcost=2, heuristic=10, score=12, children=20, Qsize=1067
iter=149, pathcost=2, heuristic=10, score=12, children=20, Qsize=1076
iter=150, pathcost=2, heuristic=10, score=12, children=20, Qsize=1085
iter=151, pathcost=2, heuristic=10, score=12, children=20, Qsize=1088
iter=152, pathcost=2, heuristic=10, score=12, children=20, Qsize=1093
iter=153, pathcost=2, heuristic=10, score=12, children=20, Qsize=1094
iter=154, pathcost=2, heuristic=10, score=12, children=20, Qsize=1097
iter=155, pathcost=2, heuristic=10, score=12, children=20, Qsize=1104
iter=156, pathcost=2, heuristic=10, score=12, children=20, Qsize=1114
iter=157, pathcost=2, heuristic=10, score=12, children=20, Qsize=1117
iter=158, pathcost=2, heuristic=10, score=12, children=20, Qsize=1126
iter=159, pathcost=2, heuristic=10, score=12, children=20, Qsize=1135
iter=160, pathcost=2, heuristic=10, score=12, children=20, Qsize=1140
iter=161, pathcost=2, heuristic=10, score=12, children=20, Qsize=1141
iter=162, pathcost=2, heuristic=10, score=12, children=20, Qsize=1142
iter=163, pathcost=2, heuristic=10, score=12, children=20, Qsize=1149
iter=164, pathcost=2, heuristic=10, score=12, children=20, Qsize=1156
iter=165, pathcost=2, heuristic=10, score=12, children=20, Qsize=1157
iter=166, pathcost=2, heuristic=10, score=12, children=20, Qsize=1167
iter=167, pathcost=2, heuristic=10, score=12, children=20, Qsize=1174
iter=168, pathcost=2, heuristic=10, score=12, children=20, Qsize=1177
iter=169, pathcost=2, heuristic=10, score=12, children=20, Qsize=1180
iter=170, pathcost=2, heuristic=10, score=12, children=20, Qsize=1186
iter=171, pathcost=2, heuristic=10, score=12, children=20, Qsize=1194
iter=172, pathcost=2, heuristic=10, score=12, children=20, Qsize=1201
iter=173, pathcost=2, heuristic=10, score=12, children=20, Qsize=1206
iter=174, pathcost=3, heuristic=10, score=13, children=20, Qsize=1207
iter=175, pathcost=3, heuristic=10, score=13, children=20, Qsize=1214
iter=176, pathcost=3, heuristic=10, score=13, children=20, Qsize=1225
iter=177, pathcost=3, heuristic=10, score=13, children=20, Qsize=1237
iter=178, pathcost=3, heuristic=10, score=13, children=20, Qsize=1246
iter=179, pathcost=3, heuristic=10, score=13, children=20, Qsize=1254
iter=180, pathcost=3, heuristic=10, score=13, children=20, Qsize=1263
iter=181, pathcost=3, heuristic=10, score=13, children=20, Qsize=1270
iter=182, pathcost=3, heuristic=10, score=13, children=20, Qsize=1282
iter=183, pathcost=3, heuristic=10, score=13, children=20, Qsize=1293
iter=184, pathcost=3, heuristic=10, score=13, children=20, Qsize=1301
iter=185, pathcost=3, heuristic=10, score=13, children=20, Qsize=1310
iter=186, pathcost=3, heuristic=10, score=13, children=20, Qsize=1321
iter=187, pathcost=3, heuristic=10, score=13, children=20, Qsize=1330
iter=188, pathcost=3, heuristic=10, score=13, children=20, Qsize=1341
iter=189, pathcost=3, heuristic=10, score=13, children=20, Qsize=1354
iter=190, pathcost=3, heuristic=10, score=13, children=20, Qsize=1361
iter=191, pathcost=3, heuristic=10, score=13, children=20, Qsize=1369
iter=192, pathcost=3, heuristic=10, score=13, children=20, Qsize=1373
iter=193, pathcost=3, heuristic=10, score=13, children=20, Qsize=1378
iter=194, pathcost=3, heuristic=10, score=13, children=20, Qsize=1387
iter=195, pathcost=3, heuristic=10, score=13, children=20, Qsize=1396
iter=196, pathcost=3, heuristic=10, score=13, children=20, Qsize=1405
iter=197, pathcost=3, heuristic=10, score=13, children=20, Qsize=1406
iter=198, pathcost=3, heuristic=10, score=13, children=20, Qsize=1412
