iter=1, pathcost=0, heuristic=10, score=10, children=20, Qsize=0
iter=2, pathcost=1, heuristic=10, score=11, children=20, Qsize=15
iter=3, pathcost=1, heuristic=10, score=11, children=20, Qsize=30
iter=4, pathcost=1, heuristic=10, score=11, children=20, Qsize=41
iter=5, pathcost=1, heuristic=10, score=11, children=20, Qsize=51
iter=6, pathcost=1, heuristic=10, score=11, children=20, Qsize=60
iter=7, pathcost=1, heuristic=10, score=11, children=20, Qsize=70
iter=8, pathcost=1, heuristic=10, score=11, children=20, Qsize=80
iter=9, pathcost=1, heuristic=10, score=11, children=20, Qsize=90
iter=10, pathcost=1, heuristic=10, score=11, children=20, Qsize=102
iter=11, pathcost=1, heuristic=10, score=11, children=20, Qsize=107
iter=12, pathcost=1, heuristic=10, score=11, children=20, Qsize=115
iter=13, pathcost=1, heuristic=10, score=11, children=20, Qsize=126
iter=14, pathcost=1, heuristic=10, score=11, children=20, Qsize=130
iter=15, pathcost=1, heuristic=10, score=11, children=20, Qsize=134
iter=16, pathcost=1, heuristic=10, score=11, children=20, Qsize=142
iter=17, pathcost=1, heuristic=10, score=11, children=20, Qsize=148
iter=18, pathcost=2, heuristic=10, score=12, children=20, Qsize=155
iter=19, pathcost=2, heuristic=10, score=12, children=20, Qsize=166
iter=20, pathcost=2, heuristic=10, score=12, children=20, Qsize=175
iter=21, pathcost=2, heuristic=10, score=12, children=20, Qsize=186
iter=22, pathcost=2, heuristic=10, score=12, children=20, Qsize=195
iter=23, pathcost=2, heuristic=10, score=12, children=20, Qsize=204
iter=24, pathcost=2, heuristic=10, score=12, children=20, Qsize=211
iter=25, pathcost=2, heuristic=10, score=12, children=20, Qsize=224
iter=26, pathcost=2, heuristic=10, score=12, children=20, Qsize=231
iter=27, pathcost=2, heuristic=10, score=12, children=20, Qsize=246
iter=28, pathcost=2, heuristic=10, score=12, children=20, Qsize=257
iter=29, pathcost=2, heuristic=10, score=12, children=20, Qsize=265
iter=30, pathcost=2, heuristic=10, score=12, children=20, Qsize=271
iter=31, pathcost=2, heuristic=10, score=12, children=20, Qsize=282
iter=32, pathcost=2, heuristic=10, score=12, children=20, Qsize=289
iter=33, pathcost=2, heuristic=10, score=12, children=20, Qsize=300
iter=34, pathcost=2, heuristic=10, score=12, children=20, Qsize=311
iter=35, pathcost=2, heuristic=10, score=12, children=20, Qsize=317
iter=36, pathcost=2, heuristic=10, score=12, children=20, Qsize=329
iter=37, pathcost=2, heuristic=10, score=12, children=20, Qsize=340
iter=38, pathcost=2, heuristic=10, score=12, children=20, Qsize=352
iter=39, pathcost=2, heuristic=10, score=12, children=20, Qsize=362
iter=40, pathcost=2, heuristic=10, score=12, children=20, Qsize=367
iter=41, pathcost=2, heuristic=10, score=12, children=20, Qsize=381
iter=42, pathcost=2, heuristic=10, score=12, children=20, Qsize=388
iter=43, pathcost=2, heuristic=10, score=12, children=20, Qsize=397
iter=44, pathcost=2, heuristic=10, score=12, children=20, Qsize=408
iter=45, pathcost=2, heuristic=10, score=12, children=20, Qsize=420
iter=46, pathcost=2, heuristic=10, score=12, children=20, Qsize=435
iter=47, pathcost=2, heuristic=10, score=12, children=20, Qsize=438
iter=48, pathcost=2, heuristic=10, score=12, children=20, Qsize=445
iter=49, pathcost=2, heuristic=10, score=12, children=20, Qsize=451
iter=50, pathcost=2, heuristic=10, score=12, children=20, Qsize=455
iter=51, pathcost=2, heuristic=10, score=12, children=20, Qsize=460
iter=52, pathcost=2, heuristic=10, score=12, children=20, Qsize=465
iter=53, pathcost=2, heuristic=10, score=12, children=20, Qsize=472
iter=54, pathcost=2, heuristic=10, score=12, children=20, Qsize=473
iter=55, pathcost=2, heuristic=10, score=12, children=20, Qsize=477
iter=56, pathcost=2, heuristic=10, score=12, children=20, Qsize=480
iter=57, pathcost=2, heuristic=10, score=12, children=20, Qsize=483
iter=58, pathcost=2, heuristic=10, score=12, children=20, Qsize=488
iter=59, pathcost=2, heuristic=10, score=12, children=20, Qsize=493
iter=60, pathcost=2, heuristic=10, score=12, children=20, Qsize=498
iter=61, pathcost=2, heuristic=10, score=12, children=20, Qsize=503
iter=62, pathcost=2, heuristic=10, score=12, children=20, Qsize=508
iter=63, pathcost=2, heuristic=10, score=12, children=20, Qsize=513
iter=64, pathcost=2, heuristic=10, score=12, children=20, Qsize=520
iter=65, pathcost=2, heuristic=10, score=12, children=20, Qsize=523
iter=66, pathcost=2, heuristic=10, score=12, children=20, Qsize=530
iter=67, pathcost=2, heuristic=10, score=12, children=20, Qsize=535
iter=68, pathcost=2, heuristic=10, score=12, children=20, Qsize=542
iter=69, pathcost=2, heuristic=10, score=12, children=20, Qsize=547
iter=70, pathcost=2, heuristic=10, score=12, children=20, Qsize=554
iter=71, pathcost=2, heuristic=10, score=12, children=20, Qsize=559
iter=72, pathcost=2, heuristic=10, score=12, children=20, Qsize=560
iter=73, pathcost=2, heuristic=10, score=12, children=20, Qsize=569
iter=74, pathcost=2, heuristic=10, score=12, children=20, Qsize=576
iter=75, pathcost=2, heuristic=10, score=12, children=20, Qsize=583
iter=76, pathcost=2, heuristic=10, score=12, children=20, Qsize=594
iter=77, pathcost=2, heuristic=10, score=12, children=20, Qsize=603
iter=78, pathcost=2, heuristic=10, score=12, children=20, Qsize=612
iter=79, pathcost=2, heuristic=10, score=12, children=20, Qsize=619
iter=80, pathcost=2, heuristic=10, score=12, children=20, Qsize=623
iter=81, pathcost=2, heuristic=10, score=12, children=20, Qsize=630
iter=82, pathcost=2, heuristic=10, score=12, children=20, Qsize=635
iter=83, pathcost=2, heuristic=10, score=12, children=20, Qsize=644
iter=84, pathcost=2, heuristic=10, score=12, children=20, Qsize=652
iter=85, pathcost=2, heuristic=10, score=12, children=20, Qsize=661
iter=86, pathcost=2, heuristic=10, score=12, children=20, Qsize=671
iter=87, pathcost=2, heuristic=10, score=12, children=20, Qsize=678
iter=88, pathcost=2, heuristic=10, score=12, children=20, Qsize=685
iter=89, pathcost=2, heuristic=10, score=12, children=20, Qsize=691
iter=90, pathcost=2, heuristic=10, score=12, children=20, Qsize=702
iter=91, pathcost=2, heuristic=10, score=12, children=20, Qsize=707
iter=92, pathcost=2, heuristic=10, score=12, children=20, Qsize=714
iter=93, pathcost=2, heuristic=10, score=12, children=20, Qsize=717
iter=94, pathcost=2, heuristic=10, score=12, children=20, Qsize=722
iter=95, pathcost=2, heuristic=10, score=12, children=20, Qsize=733
iter=96, pathcost=2, heuristic=10, score=12, children=20, Qsize=742
iter=97, pathcost=2, heuristic=10, score=12, children=20, Qsize=753
iter=98, pathcost=2, heuristic=10, score=12, children=20, Qsize=758
iter=99, pathcost=2, heuristic=10, score=12, children=20, Qsize=765
iter=100, pathcost=2, heuristic=10, score=12, children=20, Qsize=768
iter=101, pathcost=2, heuristic=10, score=12, children=20, Qsize=776
iter=102, pathcost=2, heuristic=10, score=12, children=20, Qsize=783
iter=103, pathcost=2, heuristic=10, score=12, children=20, Qsize=784
iter=104, pathcost=2, heuristic=10, score=12, children=20, Qsize=789
iter=105, pathcost=2, heuristic=10, score=12, children=20, Qsize=794
iter=106, pathcost=2, heuristic=10, score=12, children=20, Qsize=799
iter=107, pathcost=2, heuristic=10, score=12, children=20, Qsize=803
iter=108, pathcost=2, heuristic=10, score=12, children=20, Qsize=808
iter=109, pathcost=2, heuristic=10, score=12, children=20, Qsize=819
iter=110, pathcost=2, heuristic=10, score=12, children=20, Qsize=823
iter=111, pathcost=2, heuristic=10, score=12, children=20, Qsize=828
iter=112, pathcost=2, heuristic=10, score=12, children=20, Qsize=836
iter=113, pathcost=2, heuristic=10, score=12, children=20, Qsize=843
iter=114, pathcost=2, heuristic=10, score=12, children=20, Qsize=851
iter=115, pathcost=2, heuristic=10, score=12, children=20, Qsize=854
iter=116, pathcost=2, heuristic=10, score=12, children=20, Qsize=857
iter=117, pathcost=2, heuristic=10, score=12, children=20, Qsize=864
iter=118, pathcost=2, heuristic=10, score=12, children=20, Qsize=870
iter=119, pathcost=2, heuristic=10, score=12, children=20, Qsize=878
iter=120, pathcost=2, heuristic=10, score=12, children=20, Qsize=884
iter=121, pathcost=2, heuristic=10, score=12, children=20, Qsize=890
iter=122, pathcost=2, heuristic=10, score=12, children=20, Qsize=896
iter=123, pathcost=2, heuristic=10, score=12, children=20, Qsize=899
iter=124, pathcost=2, heuristic=10, score=12, children=20, Qsize=901
iter=125, pathcost=2, heuristic=10, score=12, children=20, Qsize=910
iter=126, pathcost=2, heuristic=10, score=12, children=20, Qsize=911
iter=127, pathcost=2, heuristic=10, score=12, children=20, Qsize=917
iter=128, pathcost=2, heuristic=10, score=12, children=20, Qsize=923
iter=129, pathcost=2, heuristic=10, score=12, children=20, Qsize=926
iter=130, pathcost=2, heuristic=10, score=12, children=20, Qsize=934
iter=131, pathcost=2, heuristic=10, score=12, children=20, Qsize=939
iter=132, pathcost=2, heuristic=10, score=12, children=20, Qsize=948
iter=133, pathcost=2, heuristic=10, score=12, children=20, Qsize=956
iter=134, pathcost=2, heuristic=10, score=12, children=20, Qsize=961
iter=135, pathcost=2, heuristic=10, score=12, children=20, Qsize=967
iter=136, pathcost=2, heuristic=10, score=12, children=20, Qsize=976
iter=137, pathcost=2, heuristic=10, score=12, children=20, Qsize=981
iter=138, pathcost=2, heuristic=10, score=12, children=20, Qsize=986
iter=139, pathcost=2, heuristic=10, score=12, children=20, Qsize=989
iter=140, pathcost=2, heuristic=10, score=12, children=20, Qsize=998
iter=141, pathcost=2, heuristic=10, score=12, children=20, Qsize=1005
iter=142, pathcost=2, heuristic=10, score=12, children=20, Qsize=1014
iter=143, pathcost=2, heuristic=10, score=12, children=20, Qsize=1021
iter=144, pathcost=2, heuristic=10, score=12, children=20, Qsize=1026
iter=145, pathcost=2, heuristic=10, score=12, children=20, Qsize=1031
